sequencial;latitude;longitude;uf;cnl;facilidade;id_facilidade;provedor;id_provedor;entrega;abordado;custo_de_acesso_proprio;instalacao_terceiros;mensalidade_terceiros;tipo_terceiros;id_da_sev;prazo;bb_ip;hp_bsod;codigo_spe;sinalizacao_sip;protocolo_gaia;obs;justificativa;ID Justificativa;status;tecnologia
8710458;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635835;;;;;;11854106;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710459;-22,74091;-47,30516;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635836;;;;;;11854109;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710461;-22,7405798;-47,3043842;SP;AMR;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1635838;;;;;;11854113;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA AMR HZ/FABRICANTE HUAWEI CONCENTRADOR OLT AMRSLZAAOLT01;;;1;GPON RES RESID PV
8710467;-23,2918668;-45,9593168;SP;JCI;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;995;2851,32;3;1635842;;111411;;;;11854122;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710475;-23,7007468;-46,608676;SP;DDA;FO GPON ETH;8;CLARO BRASIL;8;SPO MB;NAO;9837;;;;1635844;;111412;;;;11854128;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE 700.0 METROS;;;1;TERCEIROS ETH
8710479;-22,8412518;-43,256939;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635845;;;;;;11854132;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8710480;-21,1345886;-48,0198176;SP;STZ;TERCEIROS ETH;26;MEGATELECOM - SP;555;SPO IG;NAO;;1700;735,3;3;1635846;;111413;;;;11854135;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA SPO IG;FORA DE REDE;1;1;TERCEIROS ETH
8710481;-22,8412518;-43,256939;RJ;RJO;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;RJO AM;NAO;10559;;;;1635847;;;;;;11854139;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA RJO EN/FABRICANTE ZTE CONCENTRADOR OLT RJOOLRAAOLT01;;;1;GPON RES RESID PV
8710505;-15,7895401;-47,8846885;DF;BSA;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;BSA SU;NAO;10559;;;;1635852;;;;;;11854142;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA BSA SXN/FABRICANTE ZTE CONCENTRADOR OLT BSBASNAFOLT01;;;1;GPON RES RESID PV
8710508;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;919,465;801,07;3;1635853;;;;;;11854145;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710509;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;995;1276,635;3;1635854;;111414;;;;11854148;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710510;-23,0907901;-47,1824093;SP;IDU;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;919,465;440,745;3;1635855;;;;;;11854150;FECHAMENTO NFV FASE 1;FORA DE REDE;1;1;TERCEIROS ETH
8710511;-23,5605485;-46,6573957;SP;SPO;FO EDD ETH;7;CLARO BRASIL;8;SPO MB;NAO;12042;;;;1635856;;111415;;;;11854152;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA SPO DZ/ANEL TELMEX_ITAIM;;;1;FO EDD FIXA
8710512;-28,4846442;-48,782338;SC;LGA;TERCEIROS ETH;26;GENERICO - ACESSO;1825;FNS PO;NAO;11284,93576;2500;528,22;;1635857;;;;;;11854154;FECHAMENTO NFV FASE 1;;;1;TERCEIROS ETH
8713524;-29,1130875;-51,0864814;RS;CSL;FO GPON RESID ETH;34;CLARO BRASIL;8;PAE BV;NAO;1328;;;;1638861;;;;;;11854156;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CSL NET/FABRICANTE HUAWEI CONCENTRADOR OLT CSLAR1OLT01;;;1;GPON RES RESID
8713526;-19,3150547;-40,0764506;ES;LNS;TERCEIROS ETH;26;IG NETWORKS;146;VTA JM;NAO;;8500;11354;3;1638863;;111416;;;;11854157;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA VTA JM;FORA DE REDE;1;1;TERCEIROS ETH
8713527;-19,3150281;-40,076286;ES;LNS;TERCEIROS ETH;26;IG NETWORKS;146;VTA JM;NAO;;6000;5850;3;1638864;;;;;;11854158;FECHAMENTO NFV FASE 1/PRECO PADRAO/ ESTACAO ENTREGA VTA JM;FORA DE REDE;1;1;TERCEIROS ETH
8715530;-19,320831;-40,0739945;ES;LNS;FO EDD CLARO PRE VIAVEL;5;CLARO BRASIL;8;VTA JM;NAO;9797;;;;1640860;;111417;;;;11854159;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA VTA JM/NUVEM ESLIN03 - NUVEM PRE VIAVEL SITE ESLIN03;;;1;FO EDD PV
8718556;-22,9306188;-47,0711942;SP;CAS;FO GPON RESID ETH PRE VIAVEL;50;CLARO BRASIL;8;SPO IG;NAO;10559;;;;1643867;;;;;;11854160;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA CAS 2FJ/FABRICANTE ZTE CONCENTRADOR OLT CPSVINABOLT01;;;1;GPON RES RESID PV
8727581;-32,0767855;-52,189282;RS;RGR;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;PAE BV;NAO;9797;;;;1652465;;;;;;11854162;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PAE BV/NUVEM RSRGR17 - NUVEM DIRETO CLARO SITE RSRGR17;;;1;FO EDD DC
8727582;-32,0767855;-52,189282;RS;RGR;FO EDD DIRETO CLARO;6;CLARO BRASIL;8;PAE BV;NAO;9797;;;;1652466;;;;;;11854163;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PAE BV/NUVEM RSRGR17 - NUVEM DIRETO CLARO SITE RSRGR17;;;1;FO EDD DC
8727605;-22,2707577;-45,8908886;MG;PSA;FO GPON ETH;8;CLARO BRASIL;8;PSA EMC;NAO;9837;;;;1652484;;111418;;;;11854166;FECHAMENTO NFV FASE 1/ ESTACAO ENTREGA PSA EMC/NUVEM PSAEMC_NUVEMGPON SITE MGPOA1E;;;1;GPON MOVEL
8709580;-9,49564205;-35,8441942;AL;RGO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;MCO MS;NAO;;900;547,2;3;1635242;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709581;-9,53115999;-35,8505893;AL;RGO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;MCO MS;NAO;;900;547,2;3;1635243;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709583;-9,47809015;-35,8596169;AL;RGO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;MCO MS;NAO;;900;547,2;3;1635244;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709584;-9,49521434;-35,8443887;AL;RGO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;MCO MS;NAO;;900;547,2;3;1635245;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709587;-9,62127384;-35,7609491;AL;MCO;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;6504,158903;362,5354238;3;1635246;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709589;-9,58986272;-35,7890366;AL;MCO;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;6504,158903;362,5354238;3;1635247;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709590;-9,58675223;-35,7982494;AL;MCO;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;6504,158903;362,5354238;3;1635248;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709591;-9,59553955;-35,7789873;AL;MCO;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;6504,158903;362,5354238;3;1635249;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709592;-9,579362;-35,8104784;AL;MCO;TERCEIROS ETH;26;VTAL - AL;443;MCO MS;NAO;;6504,158903;362,5354238;3;1635250;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709593;-9,57350947;-35,8249404;AL;STU;TERCEIROS ETH;26;GENERICO - ACESSO;1825;MCO MS;NAO;;800;454,3;3;1635251;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709628;-20,44178;-52,87749;MS;ACL;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;1475;1550,27;3;1635276;;111462;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709631;-22,5515302;-55,7060325;MS;PPR;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;1150;911,68;3;1635279;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709638;-20,44178;-52,87749;MS;ACL;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;1475;1550,27;3;1635286;;111463;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709645;-20,4569819;-54,668712;MS;CPE;TERCEIROS ETH;26;VTAL - MS;453;CPE CM;NAO;;9225,915002;362,5354238;3;1635290;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709656;-21,1642345;-47,7543756;SP;RPO;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;1600;1862,1;3;1635296;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709707;-21,7809311;-43,3604047;MG;JFA;TERCEIROS ETH;26;GENERICO - ACESSO;1825;BHE ES;NAO;;2000;489,99;3;1635321;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709708;-21,7809311;-43,3604047;MG;JFA;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;395,4203354;3;1635322;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709710;-23,1179016;-47,719961;SP;TIE;TERCEIROS ETH;26;GENERICO - ACESSO;1825;SPO IG;NAO;;995;1276,635;3;1635324;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709720;-20,0205778;-44,143563;MG;SRZE;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;608,2866995;3;1635333;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709722;-20,0205778;-44,143563;MG;SRZE;TERCEIROS ETH;26;VTAL - MG;452;BHE ES;NAO;;10404,47867;608,2866995;3;1635335;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709774;-22,3074671;-53,8310889;MS;IVH;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;800;546,48;3;1635384;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709787;-20,44178;-52,87749;MS;ACL;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;1475;1550,27;3;1635390;;111465;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709810;-25,4318298;-49,3154411;PR;CTA;FO EDD ETH;7;CLARO BRASIL;8;CTA MR;NAO;12042;;;;1635402;;111466;;;;0;FECHAMENTO NFV FASE 1/NECESSARIO CONSTRUCAO DE APROXIMADAMENTE 700.0 METROS;;;1;FO EDD FIXA
8709817;-2,5833249;-44,2364405;MA;SLS;TERCEIROS ETH;26;VTAL - MA;451;SLS US;NAO;;9225,915002;550,4278238;3;1635406;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU VTAL;FORA DE REDE;1;1;TERCEIROS ETH
8709850;-22,1142017;-56,5297385;MS;BVT;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;800;546,48;3;1635429;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709869;-20,2383041;-56,3770723;MS;MRD;TERCEIROS ETH;26;GENERICO - ACESSO;1825;CPE CM;NAO;;800;546,48;3;1635438;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
8709879;-9,52436825;-48,590202;TO;MRR;TERCEIROS ETH;26;GENERICO - ACESSO;1825;PMJ SO;NAO;;800;489,99;3;1635445;;;;;;0;FECHAMENTO NFV FASE 1/FECHAMENTO LPU MEDIANO;FORA DE REDE;1;1;TERCEIROS ETH
